func_100011_g,getIsPotionDurationMax
field_186789_j,iconFile
field_186790_k,icon
field_186791_l,lastClickTime
field_186797_u,LOGGER
field_186798_v,worldSelectionObj
field_186799_w,entries
field_186800_x,selectedIdx
field_186802_b,values
field_186817_a,EMPTY
field_186818_b,values
field_186819_c,intKeys
field_186820_d,byId
field_186821_e,nextFreeIndex
field_186822_f,mapSize
field_186828_b,subtitle
field_186829_c,startTime
field_186830_d,location
field_186837_Z,BY_NAME
field_186844_a,textField
field_186845_b,hasTargetBlock
field_186846_c,didComplete
field_186847_d,requestedCompletions
field_186848_e,completionIdx
field_186849_f,completions
field_186853_g,clientInstance
field_186883_b,uniqueId
field_186894_b,uniqueId
field_186896_b,uniqueId
field_186911_a,uniqueId
field_186912_b,operation
field_186913_c,name
field_186914_d,percent
field_186915_e,color
field_186916_f,overlay
field_186917_g,darkenSky
field_186918_h,playEndBossMusic
field_186919_i,createFog
field_186923_a,item
field_186924_b,ticks
field_186933_b,category
field_186934_c,x
field_186935_d,y
field_186936_e,z
field_186937_f,volume
field_186938_g,pitch
field_186942_a,x
field_186943_b,z
field_186948_c,availableSections
field_186949_d,buffer
field_186950_c,trackingPosition
field_186960_a,x
field_186961_b,y
field_186962_c,z
field_186963_d,yaw
field_186964_e,pitch
field_186966_g,teleportId
field_186973_a,entityId
field_186974_b,passengerIds
field_186976_f,collisionRule
field_186979_a,sound
field_186980_b,category
field_186985_e,flags
field_186988_a,telportId
field_186990_b,hasTargetBlock
field_186992_f,mainHand
field_186995_d,hand
field_187007_a,x
field_187008_b,y
field_187009_c,z
field_187010_d,yaw
field_187011_e,pitch
field_187015_a,left
field_187016_b,right
field_187019_a,hand
field_187027_c,hand
field_187029_a,hand
field_187050_f,bit
field_187053_c,versionType
field_187057_b,paddles
field_187058_c,noWater
field_187059_d,patchList
field_187060_a,rightWing
field_187061_b,leftWing
field_187063_a,plate
field_187064_b,handle
field_187066_a,head
field_187067_b,base
field_187068_c,lid
field_187069_a,renderer
field_187070_a,head
field_187071_b,jaw
field_187075_l,leftArmPose
field_187076_m,rightArmPose
field_187107_a,playerTextures
field_187119_C,particleTexture
field_187120_G,boundingBox
field_187121_a,EMPTY_AABB
field_187122_b,worldObj
field_187123_c,prevPosX
field_187124_d,prevPosY
field_187125_e,prevPosZ
field_187126_f,posX
field_187127_g,posY
field_187128_h,posZ
field_187129_i,motionX
field_187130_j,motionY
field_187131_k,motionZ
field_187132_l,isCollided
field_187133_m,isExpired
field_187134_n,width
field_187135_o,height
field_187136_p,rand
field_187137_a,SWEEP_TEXTURE
field_187138_G,VERTEX_FORMAT
field_187139_H,life
field_187140_I,lifeTime
field_187141_J,textureManager
field_187142_K,size
field_187143_a,oSize
field_187144_G,hasHitGround
field_187147_a,textureIdx
field_187148_G,numAgingFrames
field_187149_H,yAccel
field_187150_I,fadeTargetRed
field_187151_J,fadeTargetGreen
field_187152_K,fadeTargetBlue
field_187153_L,fadingColor
field_187157_a,id
field_187158_b,serializer
field_187191_a,BYTE
field_187192_b,VARINT
field_187193_c,FLOAT
field_187194_d,STRING
field_187195_e,TEXT_COMPONENT
field_187196_f,OPTIONAL_ITEM_STACK
field_187197_g,OPTIONAL_BLOCK_STATE
field_187198_h,BOOLEAN
field_187199_i,ROTATIONS
field_187200_j,BLOCK_POS
field_187201_k,OPTIONAL_BLOCK_POS
field_187202_l,FACING
field_187203_m,OPTIONAL_UNIQUE_ID
field_187204_n,REGISTRY
field_187211_a,key
field_187212_b,value
field_187213_c,dirty
field_187232_a,NEXT_ID_MAP
field_187233_b,entity
field_187234_c,entries
field_187235_d,lock
field_187236_e,empty
field_187237_f,dirty
field_187241_h,queueEntityFX
field_187255_c,forwardKeyDown
field_187256_d,backKeyDown
field_187257_e,leftKeyDown
field_187258_f,rightKeyDown
field_187262_f,maxRange
field_187263_w,passengers
field_187281_a,LOGGER
field_187282_b,playerChunkMap
field_187283_c,players
field_187284_d,pos
field_187285_e,changedBlocks
field_187286_f,chunk
field_187287_g,changes
field_187288_h,changedSectionFilter
field_187289_i,lastUpdateInhabitedTime
field_187290_j,sentToPlayers
field_187308_a,NOT_SPECTATOR
field_187309_b,CAN_GENERATE_CHUNKS
field_187310_g,pendingSendToPlayers
field_187311_h,playersNeedingChunks
field_187312_l,sortMissingChunks
field_187313_m,sortSendToPlayers
field_187316_a,LOGGER
field_187318_g,modelShield
field_187322_c,onlineMode
field_187323_g,profileRepo
field_187328_d,mode
field_187345_o,factor
field_187351_d,capabilityId
field_187370_q,opcode
field_187395_p,factor
field_187450_a,BUF_FLOAT_16
field_187451_b,BUF_FLOAT_4
field_187467_d,itemStackMainHand
field_187468_e,itemStackOffHand
field_187469_f,equippedProgressMainHand
field_187470_g,prevEquippedProgressMainHand
field_187471_h,equippedProgressOffHand
field_187472_i,prevEquippedProgressOffHand
field_187479_a,cacheMap
field_187480_b,cacheResourceLocation
field_187481_c,cacheResourceBase
field_187482_d,cacheId
field_187483_a,lastUseMillis
field_187484_b,textureLocation
field_187485_b,SHIELD_DESIGNS
field_187486_c,SHIELD_BASE_TEXTURE
field_187487_d,BANNER_BASE_TEXTURE
field_187499_a,blockColors
field_187500_a,blockColors
field_187501_d,atlasSpriteWaterOverlay
field_187505_a,REGISTRY
field_187506_b,soundName
field_187507_c,soundEventId
field_187509_d,sprite
field_187511_aA,ENTITY_EGG_THROW
field_187512_aB,ENTITY_ELDER_GUARDIAN_AMBIENT
field_187513_aC,ENTITY_ELDERGUARDIAN_AMBIENTLAND
field_187514_aD,ENTITY_ELDER_GUARDIAN_CURSE
field_187515_aE,ENTITY_ELDER_GUARDIAN_DEATH
field_187516_aF,ENTITY_ELDER_GUARDIAN_DEATH_LAND
field_187517_aG,ENTITY_ELDER_GUARDIAN_HURT
field_187518_aH,ENTITY_ELDER_GUARDIAN_HURT_LAND
field_187519_aI,BLOCK_ENDERCHEST_CLOSE
field_187520_aJ,BLOCK_ENDERCHEST_OPEN
field_187521_aK,ENTITY_ENDERDRAGON_AMBIENT
field_187522_aL,ENTITY_ENDERDRAGON_DEATH
field_187523_aM,ENTITY_ENDERDRAGON_FIREBALL_EPLD
field_187524_aN,ENTITY_ENDERDRAGON_FLAP
field_187525_aO,ENTITY_ENDERDRAGON_GROWL
field_187526_aP,ENTITY_ENDERDRAGON_HURT
field_187527_aQ,ENTITY_ENDERDRAGON_SHOOT
field_187528_aR,ENTITY_ENDEREYE_LAUNCH
field_187529_aS,ENTITY_ENDERMEN_AMBIENT
field_187530_aT,ENTITY_ENDERMEN_DEATH
field_187531_aU,ENTITY_ENDERMEN_HURT
field_187532_aV,ENTITY_ENDERMEN_SCREAM
field_187533_aW,ENTITY_ENDERMEN_STARE
field_187534_aX,ENTITY_ENDERMEN_TELEPORT
field_187535_aY,ENTITY_ENDERMITE_AMBIENT
field_187536_aZ,ENTITY_ENDERMITE_DEATH
field_187537_bA,ENTITY_GENERIC_EAT
field_187538_aa,ENTITY_CHICKEN_STEP
field_187539_bB,ENTITY_GENERIC_EXPLODE
field_187540_ab,BLOCK_CHORUS_FLOWER_DEATH
field_187541_bC,ENTITY_GENERIC_EXTINGUISH_FIRE
field_187542_ac,BLOCK_CHORUS_FLOWER_GROW
field_187543_bD,ENTITY_GENERIC_HURT
field_187544_ad,ITEM_CHORUS_FRUIT_TELEPORT
field_187545_bE,ENTITY_GENERIC_SMALL_FALL
field_187546_ae,BLOCK_CLOTH_BREAK
field_187547_bF,ENTITY_GENERIC_SPLASH
field_187548_af,BLOCK_CLOTH_FALL
field_187549_bG,ENTITY_GENERIC_SWIM
field_187550_ag,BLOCK_CLOTH_HIT
field_187551_bH,ENTITY_GHAST_AMBIENT
field_187552_ah,BLOCK_CLOTH_PLACE
field_187553_bI,ENTITY_GHAST_DEATH
field_187554_ai,BLOCK_CLOTH_STEP
field_187555_bJ,ENTITY_GHAST_HURT
field_187556_aj,BLOCK_COMPARATOR_CLICK
field_187557_bK,ENTITY_GHAST_SHOOT
field_187558_ak,ENTITY_COW_AMBIENT
field_187559_bL,ENTITY_GHAST_WARN
field_187560_al,ENTITY_COW_DEATH
field_187561_bM,BLOCK_GLASS_BREAK
field_187562_am,ENTITY_COW_HURT
field_187563_bN,BLOCK_GLASS_FALL
field_187564_an,ENTITY_COW_MILK
field_187565_bO,BLOCK_GLASS_HIT
field_187566_ao,ENTITY_COW_STEP
field_187567_bP,BLOCK_GLASS_PLACE
field_187568_ap,ENTITY_CREEPER_DEATH
field_187569_bQ,BLOCK_GLASS_STEP
field_187570_aq,ENTITY_CREEPER_HURT
field_187571_bR,BLOCK_GRASS_BREAK
field_187572_ar,ENTITY_CREEPER_PRIMED
field_187573_bS,BLOCK_GRASS_FALL
field_187574_as,BLOCK_DISPENSER_DISPENSE
field_187575_bT,BLOCK_GRASS_HIT
field_187576_at,BLOCK_DISPENSER_FAIL
field_187577_bU,BLOCK_GRASS_PLACE
field_187578_au,BLOCK_DISPENSER_LAUNCH
field_187579_bV,BLOCK_GRASS_STEP
field_187580_av,ENTITY_DONKEY_AMBIENT
field_187581_bW,BLOCK_GRAVEL_BREAK
field_187582_aw,ENTITY_DONKEY_ANGRY
field_187583_bX,BLOCK_GRAVEL_FALL
field_187584_ax,ENTITY_DONKEY_CHEST
field_187585_bY,BLOCK_GRAVEL_HIT
field_187586_ay,ENTITY_DONKEY_DEATH
field_187587_bZ,BLOCK_GRAVEL_PLACE
field_187588_az,ENTITY_DONKEY_HURT
field_187589_cA,ENTITY_HOSTILE_SMALL_FALL
field_187590_ba,ENTITY_ENDERMITE_HURT
field_187591_cB,ENTITY_HOSTILE_SPLASH
field_187592_bb,ENTITY_ENDERMITE_STEP
field_187593_cC,ENTITY_HOSTILE_SWIM
field_187594_A,ENTITY_BLAZE_AMBIENT
field_187595_bc,ENTITY_ENDERPEARL_THROW
field_187596_cD,ENTITY_IRONGOLEM_ATTACK
field_187597_B,ENTITY_BLAZE_BURN
field_187598_bd,BLOCK_END_GATEWAY_SPAWN
field_187599_cE,ENTITY_IRONGOLEM_DEATH
field_187600_C,ENTITY_BLAZE_DEATH
field_187601_be,ENTITY_EXPERIENCE_BOTTLE_THROW
field_187602_cF,ENTITY_IRONGOLEM_HURT
field_187603_D,ENTITY_BLAZE_HURT
field_187604_bf,ENTITY_EXPERIENCE_ORB_PICKUP
field_187605_cG,ENTITY_IRONGOLEM_STEP
field_187606_E,ENTITY_BLAZE_SHOOT
field_187607_bg,ENTITY_EXPERIENCE_ORB_TOUCH
field_187608_cH,BLOCK_IRON_DOOR_CLOSE
field_187609_F,ENTITY_BOBBER_SPLASH
field_187610_bh,BLOCK_FENCE_GATE_CLOSE
field_187611_cI,BLOCK_IRON_DOOR_OPEN
field_187612_G,ENTITY_BOBBER_THROW
field_187613_bi,BLOCK_FENCE_GATE_OPEN
field_187614_cJ,BLOCK_IRON_TRAPDOOR_CLOSE
field_187615_H,ITEM_BOTTLE_FILL
field_187616_bj,ITEM_FIRECHARGE_USE
field_187617_cK,BLOCK_IRON_TRAPDOOR_OPEN
field_187618_I,ITEM_BOTTLE_FILL_DRAGONBREATH
field_187619_bk,ENTITY_FIREWORK_BLAST
field_187620_cL,ENTITY_ITEMFRAME_ADD_ITEM
field_187621_J,BLOCK_BREWING_STAND_BREW
field_187622_bl,ENTITY_FIREWORK_BLAST_FAR
field_187623_cM,ENTITY_ITEMFRAME_BREAK
field_187624_K,ITEM_BUCKET_EMPTY
field_187625_bm,ENTITY_FIREWORK_LARGE_BLAST
field_187626_cN,ENTITY_ITEMFRAME_PLACE
field_187627_L,ITEM_BUCKET_EMPTY_LAVA
field_187628_bn,ENTITY_FIREWORK_LARGE_BLAST_FAR
field_187629_cO,ENTITY_ITEMFRAME_REMOVE_ITEM
field_187630_M,ITEM_BUCKET_FILL
field_187631_bo,ENTITY_FIREWORK_LAUNCH
field_187632_cP,ENTITY_ITEMFRAME_ROTATE_ITEM
field_187633_N,ITEM_BUCKET_FILL_LAVA
field_187634_bp,ENTITY_FIREWORK_SHOOT
field_187635_cQ,ENTITY_ITEM_BREAK
field_187636_O,ENTITY_CAT_AMBIENT
field_187637_bq,ENTITY_FIREWORK_TWINKLE
field_187638_cR,ENTITY_ITEM_PICKUP
field_187639_P,ENTITY_CAT_DEATH
field_187640_br,ENTITY_FIREWORK_TWINKLE_FAR
field_187641_cS,BLOCK_LADDER_BREAK
field_187642_Q,ENTITY_CAT_HURT
field_187643_bs,BLOCK_FIRE_AMBIENT
field_187644_cT,BLOCK_LADDER_FALL
field_187645_R,ENTITY_CAT_PURR
field_187646_bt,BLOCK_FIRE_EXTINGUISH
field_187647_cU,BLOCK_LADDER_HIT
field_187648_S,ENTITY_CAT_PURREOW
field_187649_bu,ITEM_FLINTANDSTEEL_USE
field_187650_cV,BLOCK_LADDER_PLACE
field_187651_T,BLOCK_CHEST_CLOSE
field_187652_bv,BLOCK_FURNACE_FIRE_CRACKLE
field_187653_cW,BLOCK_LADDER_STEP
field_187654_U,BLOCK_CHEST_LOCKED
field_187655_bw,ENTITY_GENERIC_BIG_FALL
field_187656_cX,BLOCK_LAVA_AMBIENT
field_187657_V,BLOCK_CHEST_OPEN
field_187658_bx,ENTITY_GENERIC_BURN
field_187659_cY,BLOCK_LAVA_EXTINGUISH
field_187660_W,ENTITY_CHICKEN_AMBIENT
field_187661_by,ENTITY_GENERIC_DEATH
field_187662_cZ,BLOCK_LAVA_POP
field_187663_X,ENTITY_CHICKEN_DEATH
field_187664_bz,ENTITY_GENERIC_DRINK
field_187665_Y,ENTITY_CHICKEN_EGG
field_187666_Z,ENTITY_CHICKEN_HURT
field_187667_dA,MUSIC_END
field_187668_ca,BLOCK_GRAVEL_STEP
field_187669_dB,MUSIC_GAME
field_187670_cb,ENTITY_GUARDIAN_AMBIENT
field_187671_dC,MUSIC_MENU
field_187672_cc,ENTITY_GUARDIAN_AMBIENT_LAND
field_187673_dD,MUSIC_NETHER
field_187674_a,AMBIENT_CAVE
field_187675_cd,ENTITY_GUARDIAN_ATTACK
field_187676_dE,BLOCK_NOTE_BASEDRUM
field_187677_b,BLOCK_ANVIL_BREAK
field_187678_ce,ENTITY_GUARDIAN_DEATH
field_187679_dF,BLOCK_NOTE_BASS
field_187680_c,BLOCK_ANVIL_DESTROY
field_187681_cf,ENTITY_GUARDIAN_DEATH_LAND
field_187682_dG,BLOCK_NOTE_HARP
field_187683_d,BLOCK_ANVIL_FALL
field_187684_cg,ENTITY_GUARDIAN_FLOP
field_187685_dH,BLOCK_NOTE_HAT
field_187686_e,BLOCK_ANVIL_HIT
field_187687_ch,ENTITY_GUARDIAN_HURT
field_187688_dI,BLOCK_NOTE_SNARE
field_187689_f,BLOCK_ANVIL_LAND
field_187690_ci,ENTITY_GUARDIAN_HURT_LAND
field_187691_dJ,ENTITY_PAINTING_BREAK
field_187692_g,BLOCK_ANVIL_PLACE
field_187693_cj,ITEM_HOE_TILL
field_187694_dK,ENTITY_PAINTING_PLACE
field_187695_h,BLOCK_ANVIL_STEP
field_187696_ck,ENTITY_HORSE_AMBIENT
field_187697_dL,ENTITY_PIG_AMBIENT
field_187698_i,BLOCK_ANVIL_USE
field_187699_cl,ENTITY_HORSE_ANGRY
field_187700_dM,ENTITY_PIG_DEATH
field_187701_j,ENTITY_ARMORSTAND_BREAK
field_187702_cm,ENTITY_HORSE_ARMOR
field_187703_dN,ENTITY_PIG_HURT
field_187704_k,ENTITY_ARMORSTAND_FALL
field_187705_cn,ENTITY_HORSE_BREATHE
field_187706_dO,ENTITY_PIG_SADDLE
field_187707_l,ENTITY_ARMORSTAND_HIT
field_187708_co,ENTITY_HORSE_DEATH
field_187709_dP,ENTITY_PIG_STEP
field_187710_m,ENTITY_ARMORSTAND_PLACE
field_187711_cp,ENTITY_HORSE_EAT
field_187712_dQ,BLOCK_PISTON_CONTRACT
field_187713_n,ITEM_ARMOR_EQUIP_CHAIN
field_187714_cq,ENTITY_HORSE_GALLOP
field_187715_dR,BLOCK_PISTON_EXTEND
field_187716_o,ITEM_ARMOR_EQUIP_DIAMOND
field_187717_cr,ENTITY_HORSE_HURT
field_187718_dS,ENTITY_PLAYER_ATTACK_CRIT
field_187719_p,ITEM_ARMOR_EQUIP_GENERIC
field_187720_cs,ENTITY_HORSE_JUMP
field_187721_dT,ENTITY_PLAYER_ATTACK_KNOCKBACK
field_187722_q,ITEM_ARMOR_EQUIP_GOLD
field_187723_ct,ENTITY_HORSE_LAND
field_187724_dU,ENTITY_PLAYER_ATTACK_NODAMAGE
field_187725_r,ITEM_ARMOR_EQUIP_IRON
field_187726_cu,ENTITY_HORSE_SADDLE
field_187727_dV,ENTITY_PLAYER_ATTACK_STRONG
field_187728_s,ITEM_ARMOR_EQUIP_LEATHER
field_187729_cv,ENTITY_HORSE_STEP
field_187730_dW,ENTITY_PLAYER_ATTACK_SWEEP
field_187731_t,ENTITY_ARROW_HIT
field_187732_cw,ENTITY_HORSE_STEP_WOOD
field_187733_dX,ENTITY_PLAYER_ATTACK_WEAK
field_187734_u,ENTITY_ARROW_HIT_PLAYER
field_187735_cx,ENTITY_HOSTILE_BIG_FALL
field_187736_dY,ENTITY_PLAYER_BIG_FALL
field_187737_v,ENTITY_ARROW_SHOOT
field_187738_cy,ENTITY_HOSTILE_DEATH
field_187739_dZ,ENTITY_PLAYER_BURP
field_187740_w,ENTITY_BAT_AMBIENT
field_187741_cz,ENTITY_HOSTILE_HURT
field_187742_x,ENTITY_BAT_DEATH
field_187743_y,ENTITY_BAT_HURT
field_187744_z,ENTITY_BAT_TAKEOFF
field_187745_eA,BLOCK_REDSTONE_TORCH_BURNOUT
field_187746_da,ENTITY_LEASHKNOT_BREAK
field_187747_eB,BLOCK_SAND_BREAK
field_187748_db,ENTITY_LEASHKNOT_PLACE
field_187749_eC,BLOCK_SAND_FALL
field_187750_dc,BLOCK_LEVER_CLICK
field_187751_eD,BLOCK_SAND_HIT
field_187752_dd,ENTITY_LIGHTNING_IMPACT
field_187753_eE,BLOCK_SAND_PLACE
field_187754_de,ENTITY_LIGHTNING_THUNDER
field_187755_eF,BLOCK_SAND_STEP
field_187756_df,ENTITY_LINGERINGPOTION_THROW
field_187757_eG,ENTITY_SHEEP_AMBIENT
field_187758_dg,ENTITY_MAGMACUBE_DEATH
field_187759_eH,ENTITY_SHEEP_DEATH
field_187760_dh,ENTITY_MAGMACUBE_HURT
field_187761_eI,ENTITY_SHEEP_HURT
field_187762_di,ENTITY_MAGMACUBE_JUMP
field_187763_eJ,ENTITY_SHEEP_SHEAR
field_187764_dj,ENTITY_MAGMACUBE_SQUISH
field_187765_eK,ENTITY_SHEEP_STEP
field_187766_dk,BLOCK_METAL_BREAK
field_187767_eL,ITEM_SHIELD_BLOCK
field_187768_dl,BLOCK_METAL_FALL
field_187769_eM,ITEM_SHIELD_BREAK
field_187770_dm,BLOCK_METAL_HIT
field_187771_eN,ITEM_SHOVEL_FLATTEN
field_187772_dn,BLOCK_METAL_PLACE
field_187773_eO,ENTITY_SHULKER_AMBIENT
field_187774_do,BLOCK_METAL_PRESSPLATE_CLICK_OFF
field_187775_eP,ENTITY_SHULKER_BULLET_HIT
field_187776_dp,BLOCK_METAL_PRESSPLATE_CLICK_ON
field_187777_eQ,ENTITY_SHULKER_BULLET_HURT
field_187778_dq,BLOCK_METAL_STEP
field_187779_eR,ENTITY_SHULKER_CLOSE
field_187780_dr,ENTITY_MINECART_INSIDE
field_187781_eS,ENTITY_SHULKER_DEATH
field_187782_ds,ENTITY_MINECART_RIDING
field_187783_eT,ENTITY_SHULKER_HURT
field_187784_dt,ENTITY_MOOSHROOM_SHEAR
field_187785_eU,ENTITY_SHULKER_HURT_CLOSED
field_187786_du,ENTITY_MULE_AMBIENT
field_187787_eV,ENTITY_SHULKER_OPEN
field_187788_dv,ENTITY_MULE_DEATH
field_187789_eW,ENTITY_SHULKER_SHOOT
field_187790_dw,ENTITY_MULE_HURT
field_187791_eX,ENTITY_SHULKER_TELEPORT
field_187792_dx,MUSIC_CREATIVE
field_187793_eY,ENTITY_SILVERFISH_AMBIENT
field_187794_dy,MUSIC_CREDITS
field_187795_eZ,ENTITY_SILVERFISH_DEATH
field_187796_dz,MUSIC_DRAGON
field_187797_fA,ENTITY_SNOWBALL_THROW
field_187798_ea,ENTITY_PLAYER_DEATH
field_187799_fB,ENTITY_SNOWMAN_AMBIENT
field_187800_eb,ENTITY_PLAYER_HURT
field_187801_fC,ENTITY_SNOWMAN_DEATH
field_187802_ec,ENTITY_PLAYER_LEVELUP
field_187803_fD,ENTITY_SNOWMAN_HURT
field_187804_ed,ENTITY_PLAYER_SMALL_FALL
field_187805_fE,ENTITY_SNOWMAN_SHOOT
field_187806_ee,ENTITY_PLAYER_SPLASH
field_187807_fF,BLOCK_SNOW_BREAK
field_187808_ef,ENTITY_PLAYER_SWIM
field_187809_fG,BLOCK_SNOW_FALL
field_187810_eg,BLOCK_PORTAL_AMBIENT
field_187811_fH,BLOCK_SNOW_HIT
field_187812_eh,BLOCK_PORTAL_TRAVEL
field_187813_fI,BLOCK_SNOW_PLACE
field_187814_ei,BLOCK_PORTAL_TRIGGER
field_187815_fJ,BLOCK_SNOW_STEP
field_187816_ej,ENTITY_RABBIT_AMBIENT
field_187817_fK,ENTITY_SPIDER_AMBIENT
field_187818_ek,ENTITY_RABBIT_ATTACK
field_187819_fL,ENTITY_SPIDER_DEATH
field_187820_el,ENTITY_RABBIT_DEATH
field_187821_fM,ENTITY_SPIDER_HURT
field_187822_em,ENTITY_RABBIT_HURT
field_187823_fN,ENTITY_SPIDER_STEP
field_187824_en,ENTITY_RABBIT_JUMP
field_187825_fO,ENTITY_SPLASH_POTION_BREAK
field_187826_eo,RECORD_11
field_187827_fP,ENTITY_SPLASH_POTION_THROW
field_187828_ep,RECORD_13
field_187829_fQ,ENTITY_SQUID_AMBIENT
field_187830_eq,RECORD_BLOCKS
field_187831_fR,ENTITY_SQUID_DEATH
field_187832_er,RECORD_CAT
field_187833_fS,ENTITY_SQUID_HURT
field_187834_es,RECORD_CHIRP
field_187835_fT,BLOCK_STONE_BREAK
field_187836_et,RECORD_FAR
field_187837_fU,BLOCK_STONE_BUTTON_CLICK_OFF
field_187838_eu,RECORD_MALL
field_187839_fV,BLOCK_STONE_BUTTON_CLICK_ON
field_187840_ev,RECORD_MELLOHI
field_187841_fW,BLOCK_STONE_FALL
field_187842_ew,RECORD_STAL
field_187843_fX,BLOCK_STONE_HIT
field_187844_ex,RECORD_STRAD
field_187845_fY,BLOCK_STONE_PLACE
field_187846_ey,RECORD_WAIT
field_187847_fZ,BLOCK_STONE_PRESSPLATE_CLICK_OFF
field_187848_ez,RECORD_WARD
field_187849_gA,ENTITY_WITHER_DEATH
field_187850_fa,ENTITY_SILVERFISH_HURT
field_187851_gB,ENTITY_WITHER_HURT
field_187852_fb,ENTITY_SILVERFISH_STEP
field_187853_gC,ENTITY_WITHER_SHOOT
field_187854_fc,ENTITY_SKELETON_AMBIENT
field_187855_gD,ENTITY_WITHER_SPAWN
field_187856_fd,ENTITY_SKELETON_DEATH
field_187857_gE,ENTITY_WOLF_AMBIENT
field_187858_fe,ENTITY_SKELETON_HORSE_AMBIENT
field_187859_gF,ENTITY_WOLF_DEATH
field_187860_ff,ENTITY_SKELETON_HORSE_DEATH
field_187861_gG,ENTITY_WOLF_GROWL
field_187862_fg,ENTITY_SKELETON_HORSE_HURT
field_187863_gH,ENTITY_WOLF_HURT
field_187864_fh,ENTITY_SKELETON_HURT
field_187865_gI,ENTITY_WOLF_PANT
field_187866_fi,ENTITY_SKELETON_SHOOT
field_187867_gJ,ENTITY_WOLF_SHAKE
field_187868_fj,ENTITY_SKELETON_STEP
field_187869_gK,ENTITY_WOLF_STEP
field_187870_fk,ENTITY_SLIME_ATTACK
field_187871_gL,ENTITY_WOLF_WHINE
field_187872_fl,BLOCK_SLIME_BREAK
field_187873_gM,BLOCK_WOODEN_DOOR_CLOSE
field_187874_fm,ENTITY_SLIME_DEATH
field_187875_gN,BLOCK_WOODEN_DOOR_OPEN
field_187876_fn,BLOCK_SLIME_FALL
field_187877_gO,BLOCK_WOODEN_TRAPDOOR_CLOSE
field_187878_fo,BLOCK_SLIME_HIT
field_187879_gP,BLOCK_WOODEN_TRAPDOOR_OPEN
field_187880_fp,ENTITY_SLIME_HURT
field_187881_gQ,BLOCK_WOOD_BREAK
field_187882_fq,ENTITY_SLIME_JUMP
field_187883_gR,BLOCK_WOOD_BUTTON_CLICK_OFF
field_187884_fr,BLOCK_SLIME_PLACE
field_187885_gS,BLOCK_WOOD_BUTTON_CLICK_ON
field_187886_fs,ENTITY_SLIME_SQUISH
field_187887_gT,BLOCK_WOOD_FALL
field_187888_ft,BLOCK_SLIME_STEP
field_187889_gU,BLOCK_WOOD_HIT
field_187890_fu,ENTITY_SMALL_MAGMACUBE_DEATH
field_187891_gV,BLOCK_WOOD_PLACE
field_187892_fv,ENTITY_SMALL_MAGMACUBE_HURT
field_187893_gW,BLOCK_WOOD_PRESSPLATE_CLICK_OFF
field_187894_fw,ENTITY_SMALL_MAGMACUBE_SQUISH
field_187895_gX,BLOCK_WOOD_PRESSPLATE_CLICK_ON
field_187896_fx,ENTITY_SMALL_SLIME_DEATH
field_187897_gY,BLOCK_WOOD_STEP
field_187898_fy,ENTITY_SMALL_SLIME_HURT
field_187899_gZ,ENTITY_ZOMBIE_AMBIENT
field_187900_fz,ENTITY_SMALL_SLIME_SQUISH
field_187901_ga,BLOCK_STONE_PRESSPLATE_CLICK_ON
field_187902_gb,BLOCK_STONE_STEP
field_187903_gc,ENCHANT_THORNS_HIT
field_187904_gd,ENTITY_TNT_PRIMED
field_187905_ge,BLOCK_TRIPWIRE_ATTACH
field_187906_gf,BLOCK_TRIPWIRE_CLICK_OFF
field_187907_gg,BLOCK_TRIPWIRE_CLICK_ON
field_187908_gh,BLOCK_TRIPWIRE_DETACH
field_187909_gi,UI_BUTTON_CLICK
field_187910_gj,ENTITY_VILLAGER_AMBIENT
field_187911_gk,ENTITY_VILLAGER_DEATH
field_187912_gl,ENTITY_VILLAGER_HURT
field_187913_gm,ENTITY_VILLAGER_NO
field_187914_gn,ENTITY_VILLAGER_TRADING
field_187915_go,ENTITY_VILLAGER_YES
field_187916_gp,BLOCK_WATERLILY_PLACE
field_187917_gq,BLOCK_WATER_AMBIENT
field_187918_gr,WEATHER_RAIN
field_187919_gs,WEATHER_RAIN_ABOVE
field_187920_gt,ENTITY_WITCH_AMBIENT
field_187921_gu,ENTITY_WITCH_DEATH
field_187922_gv,ENTITY_WITCH_DRINK
field_187923_gw,ENTITY_WITCH_HURT
field_187924_gx,ENTITY_WITCH_THROW
field_187925_gy,ENTITY_WITHER_AMBIENT
field_187926_gz,ENTITY_WITHER_BREAK_BLOCK
field_187927_ha,ENTITY_ZOMBIE_ATTACK_DOOR_WOOD
field_187928_hb,ENTITY_ZOMBIE_ATTACK_IRON_DOOR
field_187929_hc,ENTITY_ZOMBIE_BREAK_DOOR_WOOD
field_187930_hd,ENTITY_ZOMBIE_DEATH
field_187931_he,ENTITY_ZOMBIE_HORSE_AMBIENT
field_187932_hf,ENTITY_ZOMBIE_HORSE_DEATH
field_187933_hg,ENTITY_ZOMBIE_HORSE_HURT
field_187934_hh,ENTITY_ZOMBIE_HURT
field_187935_hi,ENTITY_ZOMBIE_PIG_AMBIENT
field_187936_hj,ENTITY_ZOMBIE_PIG_ANGRY
field_187937_hk,ENTITY_ZOMBIE_PIG_DEATH
field_187938_hl,ENTITY_ZOMBIE_PIG_HURT
field_187939_hm,ENTITY_ZOMBIE_STEP
field_187940_hn,ENTITY_ZOMBIE_VILLAGER_AMBIENT
field_187941_ho,ENTITY_ZOMBIE_VILLAGER_CONVERTED
